age,language,urban_rural,region,electricity_nearby,piped_water_nearby,sweage_system_nearby,post_office_nearby,school_nearby,soldiers_nearby,customs_checkpoints_nearby,situation_country,situation_personal,armed_forces_trust,courts_law_trust
48,English,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Fairly Good,Fairly Good,Just a little,Not at all
22,Efik,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Very Bad,Very Bad,Somewhat,Not at all
45,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Somewhat,Somewhat
22,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
40,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Just a little
40,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Somewhat
30,Fulani,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
55,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
72,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
25,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
22,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,A lot,A lot
27,English,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Very Bad,Fairly Bad,Not at all,Not at all
62,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
20,Efik,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Very Bad,Very Bad,Just a little,A lot
45,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Somewhat
45,Other,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Very Bad,Very Bad,Not at all,Not at all
25,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Don’t know,Don’t know
30,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Don’t know
39,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Somewhat
32,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
19,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Fairly Good,Fairly Good,Just a little,Somewhat
44,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Just a little,Somewhat
20,English,Rural,AKWA IBOM,Yes,No,No,No,Yes,No,Yes,Very good,Fairly Bad,Not at all,Not at all
22,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Very good,Very Bad,Somewhat,Just a little
59,Hausa,Rural,KATSINA,No,Yes,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
40,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
39,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Somewhat
53,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
42,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
45,Yoruba,Rural,OYO,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
47,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
25,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Fairly Good,Very good,Just a little,A lot
45,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Just a little
30,Hausa,Urban,BAUCHI,Yes,No,No,Yes,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Not at all
20,English,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Fairly Good,Fairly Good,Not at all,Not at all
20,Ibibio,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Very Bad,Very Bad,Not at all,Not at all
35,Ibibio,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Very Bad,Very Bad,A lot,Not at all
45,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
48,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Very Bad,Not at all,Not at all
42,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Good,Fairly Good,Just a little,Somewhat
40,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
28,English,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Very Bad,Neither good nor bad,Somewhat,Just a little
25,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Very good,Very good,Somewhat,A lot
18,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Somewhat,Just a little
39,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Somewhat,Just a little
Refused,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Not at all
40,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
25,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Good,Very good,Just a little,Somewhat
23,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
30,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Very good,Very good,Somewhat,Don’t know
49,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
21,Hausa,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Very good,Very good,Somewhat,Somewhat
39,Hausa,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Somewhat,Just a little
31,Fulani,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
30,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Bad,Very Bad,Just a little,Just a little
36,Hausa,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Neither good nor bad,Fairly Bad,Somewhat,Somewhat
22,English,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Neither good nor bad,Fairly Good,Somewhat,Somewhat
28,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Bad,Not at all,Not at all
30,Ibibio,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Very Bad,Very Bad,Somewhat,Not at all
28,Pidgin English,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Good,Not at all,Not at all
35,English,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Somewhat,Somewhat
48,English,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Very Bad,Fairly Good,Not at all,Not at all
28,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Good,Very good,Just a little,Just a little
26,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
40,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
27,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Very good,Very good,A lot,Somewhat
26,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Don’t know
45,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Very Bad,Neither good nor bad,Not at all,Somewhat
30,Ibibio,Urban,AKWA IBOM,Yes,Yes,Yes,No,No,No,No,Very Bad,Very Bad,Just a little,A lot
42,Hausa,Rural,KANO,No,Yes,No,No,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Not at all
47,Hausa,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Somewhat,Just a little
45,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Just a little
30,Other,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Very Bad,Very Bad,Just a little,Just a little
38,English,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Fairly Bad,Fairly Good,Not at all,Not at all
30,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Good,Just a little,Somewhat
21,Hausa,Urban,ADAMAWA,Yes,No,No,No,Yes,Yes,No,Very good,Fairly Good,Somewhat,Somewhat
25,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very good,Not at all,Not at all
40,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Somewhat,Not at all
19,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
40,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Very good,Very good,A lot,A lot
61,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
32,English,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
28,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
35,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
28,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Somewhat,A lot
29,Yoruba,Urban,OYO,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
22,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
39,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
23,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Very good,Very good,Don’t know,Don’t know
26,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
27,Other,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Somewhat
33,Hausa,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Not at all,Not at all
25,Hausa,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,Just a little
18,Hausa,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Just a little
18,Hausa,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
20,Other,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,Somewhat
30,Hausa,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Somewhat
25,Hausa,Rural,BAUCHI,Yes,No,No,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Just a little
20,Fulani,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
61,English,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Not at all
41,English,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Very good,Just a little,Not at all
32,Efik,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Don’t know,Just a little
27,Other,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Neither good nor bad,Somewhat,Not at all
26,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
25,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,A lot
42,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,A lot
36,Yoruba,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
30,English,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Fairly Good,Not at all,Not at all
24,Efik,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
29,English,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Not at all,Not at all
24,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
22,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Very Bad,Somewhat,Somewhat
28,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
25,Hausa,Urban,GOMBE,Yes,Yes,No,No,Yes,No,No,Fairly Good,Very good,A lot,Somewhat
40,Efik,Urban,CROSS RIVER,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Not at all
25,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Good,Just a little,Just a little
30,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Just a little,Somewhat
46,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Neither good nor bad,Just a little,Just a little
32,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Bad,Not at all,Somewhat
20,Fulani,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Not at all
42,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Neither good nor bad,Just a little,Somewhat
71,Fulani,Rural,BAUCHI,No,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
32,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Good,Not at all,Not at all
25,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Very good,Very good,Just a little,Not at all
57,Fulani,Rural,BAUCHI,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Just a little
32,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
38,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,A lot
32,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,A lot,A lot
30,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Somewhat,Somewhat
25,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very good,Very good,Just a little,Just a little
50,English,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
18,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Don’t know,Don’t know
24,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Just a little
22,Fulani,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Just a little,Just a little
23,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Don’t know
50,Fulani,Rural,BAUCHI,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
19,Hausa,Rural,BAUCHI,No,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Just a little,Somewhat
36,Hausa,Rural,KANO,No,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
28,Other,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,A lot,Just a little
42,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Fairly Bad,Very good,Not at all,Not at all
18,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Somewhat
33,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
52,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
22,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Very good,Very good,Don’t know,Don’t know
21,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
26,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Bad,Just a little,Just a little
28,Other,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
38,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Not at all,Just a little
60,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Not at all,Not at all
20,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,No,No,Very Bad,Neither good nor bad,Not at all,Just a little
27,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
21,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Very good,Very good,A lot,Don’t know
35,Hausa,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Neither good nor bad,Neither good nor bad,Somewhat,Somewhat
20,Hausa,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Fairly Good,Neither good nor bad,A lot,Somewhat
24,Karekare,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
24,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
27,Hausa,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Fairly Good,Very good,A lot,A lot
50,Hausa,Rural,KANO,Yes,No,No,No,Yes,No,No,Neither good nor bad,Fairly Good,Somewhat,Somewhat
35,English,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
25,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
19,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Good,Just a little,Just a little
39,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Neither good nor bad,Fairly Bad,Somewhat,Just a little
19,Hausa,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Very good,Very good,Somewhat,Somewhat
27,Fulani,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Fairly Good,Fairly Good,A lot,Somewhat
48,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
25,English,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Not at all,Not at all
27,Hausa,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Fairly Bad,Fairly Good,Somewhat,Somewhat
40,Hausa,Urban,GOMBE,Yes,Yes,No,Yes,No,No,No,Neither good nor bad,Neither good nor bad,A lot,A lot
20,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Neither good nor bad,Just a little,Just a little
28,Yoruba,Urban,OGUN,Yes,No,No,Can't determine,Yes,No,No,Very Bad,Neither good nor bad,Not at all,Not at all
20,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Fairly Bad,Fairly Bad,A lot,A lot
25,Hausa,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
47,Fulani,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Very Bad,Very Bad,Just a little,Just a little
22,Fulani,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,Somewhat,A lot
54,Hausa,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,A lot
35,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Don’t know,Don’t know
52,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Neither good nor bad,Somewhat,Somewhat
22,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
38,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
23,Fulani,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
40,Fulani,Rural,OGUN,No,No,No,No,No,No,No,Very Bad,Very Bad,Not at all,Don’t know
42,Yoruba,Rural,OGUN,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,A lot,Just a little
19,Yoruba,Rural,OGUN,No,No,No,No,No,No,No,Fairly Bad,Neither good nor bad,A lot,A lot
35,Fulani,Rural,OGUN,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Somewhat,Somewhat
18,Fulani,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Fairly Bad,Fairly Good,A lot,Just a little
36,Fulani,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
25,Fulani,Rural,GOMBE,Yes,No,No,No,Yes,No,No,Very good,Very good,Somewhat,Somewhat
32,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
26,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Just a little
20,Yoruba,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,A lot,Don’t know
58,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Don’t know
80,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Neither good nor bad,Neither good nor bad,A lot,Somewhat
25,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,Just a little,Not at all
46,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Just a little
32,Fulani,Rural,OGUN,No,No,No,No,No,No,No,Very Bad,Very good,Somewhat,Somewhat
35,Yoruba,Rural,OGUN,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,Just a little
25,Yoruba,Rural,OGUN,No,No,No,No,No,No,No,Very Bad,Very Bad,Just a little,Somewhat
20,Fulani,Rural,OGUN,No,No,No,No,No,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
52,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
28,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,Just a little,Just a little
23,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Just a little
27,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,A lot,Don’t know
32,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Fairly Bad,Fairly Bad,A lot,Just a little
45,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,A lot,A lot
53,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Just a little,Somewhat
45,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Very good,Fairly Good,Somewhat,Somewhat
32,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Very Bad,Very Bad,A lot,Somewhat
28,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Neither good nor bad,A lot,Just a little
20,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Fairly Bad,Very Bad,Just a little,Not at all
25,Hausa,Rural,BAUCHI,No,No,No,Can't determine,Yes,No,No,Very Bad,Fairly Bad,Somewhat,Somewhat
31,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,Just a little,Just a little
26,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Fairly Good,Neither good nor bad,Just a little,Just a little
30,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very good,Very good,A lot,Don’t know
39,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Bad,Somewhat,Somewhat
25,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Neither good nor bad,Neither good nor bad,Not at all,Not at all
26,Hausa,Urban,KANO,Yes,Yes,Yes,No,Yes,No,No,Very Bad,Fairly Bad,Just a little,Somewhat
28,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Just a little,Just a little
43,Fulani,Rural,GOMBE,No,No,No,No,Yes,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
42,Hausa,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Fairly Good,A lot,A lot
20,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Somewhat
20,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Very Bad,Fairly Bad,Not at all,Not at all
23,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
25,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Very Bad,Very Bad,Somewhat,Just a little
50,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Fairly Good,Somewhat,Somewhat
20,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Neither good nor bad,Neither good nor bad,Somewhat,Just a little
40,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Bad,Fairly Bad,Somewhat,Somewhat
20,Fulani,Rural,BAUCHI,No,No,No,No,No,No,No,Fairly Good,Fairly Bad,Just a little,Just a little
35,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Very Bad,Very Bad,Not at all,Not at all
35,Yoruba,Rural,OGUN,No,No,No,No,Yes,No,Yes,Very Bad,Fairly Good,Just a little,Just a little
55,Pidgin English,Rural,OGUN,No,No,No,No,Yes,No,Yes,Fairly Bad,Fairly Good,Somewhat,Somewhat
30,Other,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Very Bad,Not at all,Not at all
58,English,Rural,CROSS RIVER,Yes,No,No,No,Yes,Yes,Yes,Very Bad,Fairly Bad,Just a little,Not at all
